IDENTIFICATION,,,LOCALITY,,,,,,,,,,,,,,TIME,,,,,,,,,,PLANT,,,,,,,,,,,,,,,,,,,CAT DET.,,,,,,,LEP COMMENTS,,,TOID and EME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID,tempID,Pinned,Date,Year,Month,Day,Site,Time,coord_approx_exact,Lat,Long,LatLong,plot_num,Plot_by_day,Location_Description,time_per,n_coll,time_cum,tree_ID,elev,forest_type,order,family,subfamily,tribe,subtribe,genus,plant_cn,Epiphyte,Epiphyte_of,HPlant,Plant_Genus,Plant_Sp,PlantIND,MicroMacro,N_collected,Need_Recount,life_stage,lep_fam,lep_subfam,lep_tribe,lep_genus,lep_sp,lep_name,suspected,common_name,Morpho,Status,Host_unconfirmed,Label_Tape,C.C.I,MORPHO,lep_comment,LifeHistoryNote,Btoid,pupal,toided,eme,toid_name,Parasitoid_Order,Parasitoid_Family,Parasitoid_Subfamily,Parasitoid_Tribe,toid_morpho,toid_ID,Identified_by,date_eclosed,number eclosed,result,lep_subfam,lep_cn,lep_sp,lep_comment,lep_determ,lep_voucher,color_morph,drop,thrash,bite,vomit,shelter_web,group,frass_thrower,ostemeria,hair,spiny,glabrous,urticate,mass,length,behav_comment,photo_num,p_endo_ecto,p_pupate_type,p_larva_hostlarva_hostpupa,p_adult_hostlarva_hostpupa,p_date_pupate,p_date_eclosed,p_pupate_loc,num_psit,p_behav,psit_fam,psit_subfam,psit_sp,p_comment,p_voucher,collector,p_determ,,,,,,
645,,,15-Jun-09,2009,June,15,Sagehen,,,,,,,,,,,,,1950,,,Asteraceae,,,,,Hollow-stemmed Arrowleaf,,,Senecio triangularis,,,,,,,,Pterophoridae,,,,,Hellinsia helianthi Walsingham,Hellinsia helianthi Walsingham,stubby greeney,,adult,,,,,lost specimen,,,20-Jun-09,,27-Jun-09,,,,,,,,,,,adult,,stubby greeney,Hellinsia helianthi Walsingham,lost specimen,,,Cryptic,No,No,No,No,Multi-leaf,No,No,No,No,No,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,
646,,,15-Jun-09,2009,June,15,Sagehen,,,,,,,,,,,,,1950,,,Asteraceae,,,,,Hollow-stemmed Arrowleaf,,,Senecio triangularis,,,,,,,,Pterophoridae,,,,,Hellinsia helianthi Walsingham,Hellinsia helianthi Walsingham,stubby greeney,,adult,,,,,1950 m elev,,,18-Jun-09,,25-Jun-09,,,,,,,,,,,adult,,stubby greeney,Hellinsia helianthi Walsingham,1950 m elev,,,Cryptic,No,No,No,No,Multi-leaf,No,No,No,No,No,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,
647,,,15-Jun-09,2009,June,15,Sagehen,,,,,,,,,,,,,1950,,,Asteraceae,,,,,Hollow-stemmed Arrowleaf,,,Senecio triangularis,,,,,,,,Pterophoridae,,,,,Hellinsia helianthi Walsingham,Hellinsia helianthi Walsingham,stubby greeney,,adult,,,,,1950 m elev,,,18-Jun-09,,25-Jun-09,,,,,,,,,,,adult,,stubby greeney,Hellinsia helianthi Walsingham,1950 m elev,,,Cryptic,No,No,No,No,Multi-leaf,No,No,No,No,No,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,
648,,,15-Jun-09,2009,June,15,Sagehen,,,,,,,,,,,,,1950,,,Asteraceae,,,,,Hollow-stemmed Arrowleaf,,,Senecio triangularis,,,,,,,,Pterophoridae,,,,,Hellinsia helianthi Walsingham,Hellinsia helianthi Walsingham,stubby greeney,,adult,,,,,1950 m elev,,,18-Jun-09,,25-Jun-09,,,,,,,,,,,adult,,stubby greeney,Hellinsia helianthi Walsingham,1950 m elev,,,Cryptic,No,No,No,No,Multi-leaf,No,No,No,No,No,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,
649,,,15-Jun-09,2009,June,15,Sagehen,,,,,,,,,,,,,1950,,,Asteraceae,,,,,Hollow-stemmed Arrowleaf,,,Senecio triangularis,,,,,,,,Pterophoridae,,,,,Hellinsia helianthi Walsingham,Hellinsia helianthi Walsingham,stubby greeney,,psit,,,,,1950 m elev,,,,,,,,,,,,,,,,psit,,stubby greeney,Hellinsia helianthi Walsingham,1950 m elev,,,Cryptic,No,No,No,No,Multi-leaf,No,No,No,No,No,Yes,No,,,Prepupal cat looking white and sick. think its psit. put in bag with pupa of 686,,Endo,Out,Pre-pupa,,20-Jun-09,29-Jun-09,In bag,1,,Tachinidae,,,,,,,,,,,,
650,,,15-Jun-09,2009,June,15,Sagehen,,,,,,,,,,,,,1950,,,Asteraceae,,,,,Hollow-stemmed Arrowleaf,,,Senecio triangularis,,,,,,,,Pterophoridae,,,,,Hellinsia helianthi Walsingham,Hellinsia helianthi Walsingham,stubby greeney,,adult,,,,,1950 m elev,,,24-Jun-09,,1-Jul-09,,,,,,,,,,,adult,,stubby greeney,Hellinsia helianthi Walsingham,1950 m elev,,,Cryptic,No,No,No,No,Multi-leaf,No,No,No,No,No,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,
651,,,15-Jun-09,2009,June,15,Sagehen,,,,,,,,,,,,,1950,,,Asteraceae,,,,,Hollow-stemmed Arrowleaf,,,Senecio triangularis,,,,,,,,Pterophoridae,,,,,Hellinsia helianthi Walsingham,Hellinsia helianthi Walsingham,stubby greeney,,adult,,,,,1950 m elev,,,18-Jun-09,,26-Jun-09,,,,,,,,,,,adult,,stubby greeney,Hellinsia helianthi Walsingham,1950 m elev,,,Cryptic,No,No,No,No,Multi-leaf,No,No,No,No,No,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,
652,,,15-Jun-09,2009,June,15,Sagehen,,,,,,,,,,,,,1950,,,Asteraceae,,,,,Hollow-stemmed Arrowleaf,,,Senecio triangularis,,,,,,,,Pterophoridae,,,,,Hellinsia helianthi Walsingham,Hellinsia helianthi Walsingham,stubby greeney,,adult,,,,,1950 m elev,,,19-Jun-09,,27-Jun-09,,,,,,,,,,,adult,,stubby greeney,Hellinsia helianthi Walsingham,1950 m elev,,,Cryptic,No,No,No,No,Multi-leaf,No,No,No,No,No,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,
653,,,15-Jun-09,2009,June,15,Sagehen,,,,,,,,,,,,,1950,,,Asteraceae,,,,,Hollow-stemmed Arrowleaf,,,Senecio triangularis,,,,,,,,Pterophoridae,,,,,Hellinsia helianthi Walsingham,Hellinsia helianthi Walsingham,stubby greeney,,adult,,,,,1950 m elev,,,19-Jun-09,,27-Jun-09,,,,,,,,,,,adult,,stubby greeney,Hellinsia helianthi Walsingham,1950 m elev,,,Cryptic,No,No,No,No,Multi-leaf,No,No,No,No,No,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,
654,,,15-Jun-09,2009,June,15,Sagehen,,,,,,,,,,,,,1950,,,Asteraceae,,,,,Hollow-stemmed Arrowleaf,,,Senecio triangularis,,,,,,,,Pterophoridae,,,,,Hellinsia helianthi Walsingham,Hellinsia helianthi Walsingham,stubby greeney,,adult,,,,,1950 m elev,,,20-Jun-09,,27-Jun-09,,,,,,,,,,,adult,,stubby greeney,Hellinsia helianthi Walsingham,1950 m elev,,,Cryptic,No,No,No,No,Multi-leaf,No,No,No,No,No,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,
655,,,15-Jun-09,2009,June,15,Sagehen,,,,,,,,,,,,,1950,,,Asteraceae,,,,,Hollow-stemmed Arrowleaf,,,Senecio triangularis,,,,,,,,Pterophoridae,,,,,Hellinsia helianthi Walsingham,Hellinsia helianthi Walsingham,stubby greeney,,adult,,,,,1950 m elev,,,24-Jun-09,,30-Jun-09,,,,,,,,,,,adult,,stubby greeney,Hellinsia helianthi Walsingham,1950 m elev,,,Cryptic,No,No,No,No,Multi-leaf,No,No,No,No,No,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,
656,,,15-Jun-09,2009,June,15,Sagehen,,,,,,,,,,,,,1950,,,Asteraceae,,,,,Hollow-stemmed Arrowleaf,,,Senecio triangularis,,,,,,,,Pterophoridae,,,,,Hellinsia helianthi Walsingham,Hellinsia helianthi Walsingham,stubby greeney,,adult,,,,,1950 m elev,,,20-Jun-09,,26-Jun-09,,,,,,,,,,,adult,,stubby greeney,Hellinsia helianthi Walsingham,1950 m elev,,,Cryptic,No,No,No,No,Multi-leaf,No,No,No,No,No,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,
657,,,15-Jun-09,2009,June,15,Sagehen,,,,,,,,,,,,,1950,,,Asteraceae,,,,,Hollow-stemmed Arrowleaf,,,Senecio triangularis,,,,,,,,Pterophoridae,,,,,Hellinsia helianthi Walsingham,Hellinsia helianthi Walsingham,stubby greeney,,adult,,,,,1950 m elev,,,20-Jun-09,,26-Jun-09,,,,,,,,,,,adult,,stubby greeney,Hellinsia helianthi Walsingham,1950 m elev,,,Cryptic,No,No,No,No,Multi-leaf,No,No,No,No,No,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,
658,,,15-Jun-09,2009,June,15,Sagehen,,,,,,,,,,,,,1950,,,Asteraceae,,,,,Hollow-stemmed Arrowleaf,,,Senecio triangularis,,,,,,,,Pterophoridae,,,,,Hellinsia helianthi Walsingham,Hellinsia helianthi Walsingham,stubby greeney,,adult,,,,,1950 m elev,,,20-Jun-09,,26-Jun-09,,,,,,,,,,,adult,,stubby greeney,Hellinsia helianthi Walsingham,1950 m elev,,,Cryptic,No,No,No,No,Multi-leaf,No,No,No,No,No,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,
659,,,15-Jun-09,2009,June,15,Sagehen,,,,,,,,,,,,,1950,,,Asteraceae,,,,,Hollow-stemmed Arrowleaf,,,Senecio triangularis,,,,,,,,Pterophoridae,,,,,Hellinsia helianthi Walsingham,Hellinsia helianthi Walsingham,stubby greeney,,adult,,,,,1950 m elev,,,21-Jun-09,,27-Jun-09,,,,,,,,,,,adult,,stubby greeney,Hellinsia helianthi Walsingham,1950 m elev,,,Cryptic,No,No,No,No,Multi-leaf,No,No,No,No,No,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,
660,,,15-Jun-09,2009,June,15,Sagehen,,,,,,,,,,,,,1950,,,Asteraceae,,,,,Hollow-stemmed Arrowleaf,,,Senecio triangularis,,,,,,,,Pterophoridae,,,,,Hellinsia helianthi Walsingham,Hellinsia helianthi Walsingham,stubby greeney,,adult,,,,,1950 m elev,,,21-Jun-09,,27-Jun-09,,,,,,,,,,,adult,,stubby greeney,Hellinsia helianthi Walsingham,1950 m elev,,,Cryptic,No,No,No,No,Multi-leaf,No,No,No,No,No,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,
661,,,15-Jun-09,2009,June,15,Sagehen,,,,,,,,,,,,,1950,,,Asteraceae,,,,,Hollow-stemmed Arrowleaf,,,Senecio triangularis,,,,,,,,Pterophoridae,,,,,Hellinsia helianthi Walsingham,Hellinsia helianthi Walsingham,stubby greeney,,adult,,,,,1950 m elev,,,24-Jun-09,,1-Jul-09,,,,,,,,,,,adult,,stubby greeney,Hellinsia helianthi Walsingham,1950 m elev,,,Cryptic,No,No,No,No,Multi-leaf,No,No,No,No,No,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,
662,,,15-Jun-09,2009,June,15,Sagehen,,,,,,,,,,,,,1950,,,Asteraceae,,,,,Hollow-stemmed Arrowleaf,,,Senecio triangularis,,,,,,,,Pterophoridae,,,,,Hellinsia helianthi Walsingham,Hellinsia helianthi Walsingham,stubby greeney,,adult,,,,,1950 m elev,,,24-Jun-09,,1-Jul-09,,,,,,,,,,,adult,,stubby greeney,Hellinsia helianthi Walsingham,1950 m elev,,,Cryptic,No,No,No,No,Multi-leaf,No,No,No,No,No,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,
663,,,15-Jun-09,2009,June,15,Sagehen,,,,,,,,,,,,,1950,,,Asteraceae,,,,,Hollow-stemmed Arrowleaf,,,Senecio triangularis,,,,,,,,Pterophoridae,,,,,Hellinsia helianthi Walsingham,Hellinsia helianthi Walsingham,stubby greeney,,adult,,,,,1950 m elev,,,25-Jun-09,,3-Jul-09,,,,,,,,,,,adult,,stubby greeney,Hellinsia helianthi Walsingham,1950 m elev,,,Cryptic,No,No,No,No,Multi-leaf,No,No,No,No,No,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,
664,,,15-Jun-09,2009,June,15,Sagehen,,,,,,,,,,,,,1950,,,Asteraceae,,,,,Hollow-stemmed Arrowleaf,,,Senecio triangularis,,,,,,,,Pterophoridae,,,,,Hellinsia helianthi Walsingham,Hellinsia helianthi Walsingham,stubby greeney,,dead,,,,,died just before eclosion. could see adult,,,25-Jun-09,,,,,,,,,,,,,dead,,stubby greeney,Hellinsia helianthi Walsingham,died just before eclosion. could see adult,,,Cryptic,No,No,No,No,Multi-leaf,No,No,No,No,No,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,
665,,,15-Jun-09,2009,June,15,Sagehen,,,,,,,,,,,,,1950,,,Asteraceae,,,,,Hollow-stemmed Arrowleaf,,,Senecio triangularis,,,,,,,,Pterophoridae,,,,,Hellinsia helianthi Walsingham,Hellinsia helianthi Walsingham,stubby greeney,,psit,,,,,1950 m elev,,,,,,,,,,,,,,,,psit,,stubby greeney,Hellinsia helianthi Walsingham,1950 m elev,,,Cryptic,No,No,No,No,Multi-leaf,No,No,No,No,No,Yes,No,,,Psit maggot died before pupation. but was same old tachinid from this species,,Endo,Out,Pre-pupa,,,,,1,,Tachinidae,,,,,,,,,,,,
666,,,15-Jun-09,2009,June,15,Sagehen,,,,,,,,,,,,,1950,,,Asteraceae,,,,,Hollow-stemmed Arrowleaf,,,Senecio triangularis,,,,,,,,Pterophoridae,,,,,Hellinsia helianthi Walsingham,Hellinsia helianthi Walsingham,stubby greeney,,dead,,,,,1950 m elev,,,21-Jun-09,,,,,,,,,,,,,dead,,stubby greeney,Hellinsia helianthi Walsingham,1950 m elev,,,Cryptic,No,No,No,No,Multi-leaf,No,No,No,No,No,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,
667,,,15-Jun-09,2009,June,15,Sagehen,,,,,,,,,,,,,1950,,,Asteraceae,,,,,Hollow-stemmed Arrowleaf,,,Senecio triangularis,,,,,,,,Pterophoridae,,,,,Hellinsia helianthi Walsingham,Hellinsia helianthi Walsingham,stubby greeney,,adult,,,,,1950 m elev,,,21-Jun-09,,29-Jun-09,,,,,,,,,,,adult,,stubby greeney,Hellinsia helianthi Walsingham,1950 m elev,,,Cryptic,No,No,No,No,Multi-leaf,No,No,No,No,No,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,
668,,,15-Jun-09,2009,June,15,Sagehen,,,,,,,,,,,,,1950,,,Asteraceae,,,,,Hollow-stemmed Arrowleaf,,,Senecio triangularis,,,,,,,,Pterophoridae,,,,,Hellinsia helianthi Walsingham,Hellinsia helianthi Walsingham,stubby greeney,,psit,,,,,1950 m elev,,,,,,,,,,,,,,,,psit,,stubby greeney,Hellinsia helianthi Walsingham,1950 m elev,,,Cryptic,No,No,No,No,Multi-leaf,No,No,No,No,No,Yes,No,,,,,Endo,Out,Pre-pupa,,22-Jun-09,3-Jul-09,In bag,1,,Tachinidae,,,,,,,,,,,,
669,,,15-Jun-09,2009,June,15,Sagehen,,,,,,,,,,,,,1950,,,Asteraceae,,,,,Hollow-stemmed Arrowleaf,,,Senecio triangularis,,,,,,,,Pterophoridae,,,,,Hellinsia helianthi Walsingham,Hellinsia helianthi Walsingham,stubby greeney,,psit,,,,,1950 m elev,,,,,,,,,,,,,,,,psit,,stubby greeney,Hellinsia helianthi Walsingham,1950 m elev,,,Cryptic,No,No,No,No,Multi-leaf,No,No,No,No,No,Yes,No,,,,,Endo,Out,Pre-pupa,,22-Jun-09,3-Jul-09,In bag,1,,Tachinidae,,,,,,,,,,,,
670,,,15-Jun-09,2009,June,15,Sagehen,,,,,,,,,,,,,1950,,,Asteraceae,,,,,Hollow-stemmed Arrowleaf,,,Senecio triangularis,,,,,,,,Pterophoridae,,,,,Hellinsia helianthi Walsingham,Hellinsia helianthi Walsingham,stubby greeney,,psit,,,,,1950 m elev,,,,,,,,,,,,,,,,psit,,stubby greeney,Hellinsia helianthi Walsingham,1950 m elev,,,Cryptic,No,No,No,No,Multi-leaf,No,No,No,No,No,Yes,No,,,I accidentally threw out the tachinid pupa. it was the same as the others,,Endo,Out,Pre-pupa,,21-Jun-09,,In bag,1,,Tachinidae,,,,,,,,,,,,
671,,,15-Jun-09,2009,June,15,Sagehen,,,,,,,,,,,,,1950,,,Asteraceae,,,,,Hollow-stemmed Arrowleaf,,,Senecio triangularis,,,,,,,,Pterophoridae,,,,,Hellinsia helianthi Walsingham,Hellinsia helianthi Walsingham,stubby greeney,,,,,,,1950 m elev,,,19-Jun-09,,,,,,,,,,,,,,,stubby greeney,Hellinsia helianthi Walsingham,1950 m elev,,,Cryptic,No,No,No,No,Multi-leaf,No,No,No,No,No,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,
672,,,15-Jun-09,2009,June,15,Sagehen,,,,,,,,,,,,,1950,,,Asteraceae,,,,,Hollow-stemmed Arrowleaf,,,Senecio triangularis,,,,,,,,Pterophoridae,,,,,Hellinsia helianthi Walsingham,Hellinsia helianthi Walsingham,stubby greeney,,psit,,,,,1950 m elev,,,,,,,,,,,,,,,,psit,,stubby greeney,Hellinsia helianthi Walsingham,1950 m elev,,,Cryptic,No,No,No,No,Multi-leaf,No,No,No,No,No,Yes,No,,,,,Endo,Out,Pre-pupa,,19-Jun-09,29-Jun-09,In bag,1,,Tachinidae,,,,,,,,,,,,
673,,,15-Jun-09,2009,June,15,Sagehen,,,,,,,,,,,,,1950,,,Asteraceae,,,,,Hollow-stemmed Arrowleaf,,,Senecio triangularis,,,,,,,,Pterophoridae,,,,,Hellinsia helianthi Walsingham,Hellinsia helianthi Walsingham,stubby greeney,,adult,,,,,1950 m elev,,,21-Jun-09,,29-Jun-09,,,,,,,,,,,adult,,stubby greeney,Hellinsia helianthi Walsingham,1950 m elev,,,Cryptic,No,No,No,No,Multi-leaf,No,No,No,No,No,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,
674,,,15-Jun-09,2009,June,15,Sagehen,,,,,,,,,,,,,1950,,,Asteraceae,,,,,Hollow-stemmed Arrowleaf,,,Senecio triangularis,,,,,,,,Pterophoridae,,,,,Hellinsia helianthi Walsingham,Hellinsia helianthi Walsingham,stubby greeney,,adult,,,,,1950 m elev,,,21-Jun-09,,29-Jun-09,,,,,,,,,,,adult,,stubby greeney,Hellinsia helianthi Walsingham,1950 m elev,,,Cryptic,No,No,No,No,Multi-leaf,No,No,No,No,No,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,
675,,,15-Jun-09,2009,June,15,Sagehen,,,,,,,,,,,,,1950,,,Asteraceae,,,,,Hollow-stemmed Arrowleaf,,,Senecio triangularis,,,,,,,,Pterophoridae,,,,,Hellinsia helianthi Walsingham,Hellinsia helianthi Walsingham,stubby greeney,,adult,,,,,1950 m elev,,,21-Jun-09,,29-Jun-09,,,,,,,,,,,adult,,stubby greeney,Hellinsia helianthi Walsingham,1950 m elev,,,Cryptic,No,No,No,No,Multi-leaf,No,No,No,No,No,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,
676,,,15-Jun-09,2009,June,15,Sagehen,,,,,,,,,,,,,1950,,,Asteraceae,,,,,Hollow-stemmed Arrowleaf,,,Senecio triangularis,,,,,,,,Pterophoridae,,,,,Hellinsia helianthi Walsingham,Hellinsia helianthi Walsingham,stubby greeney,,,,,,,1950 m elev,,,,,,,,,,,,,,,,,,stubby greeney,Hellinsia helianthi Walsingham,1950 m elev,,,Cryptic,No,No,No,No,Multi-leaf,No,No,No,No,No,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,
677,,,15-Jun-09,2009,June,15,Sagehen,,,,,,,,,,,,,1950,,,Asteraceae,,,,,Hollow-stemmed Arrowleaf,,,Senecio triangularis,,,,,,,,Pterophoridae,,,,,Hellinsia helianthi Walsingham,Hellinsia helianthi Walsingham,stubby greeney,,adult,,,,,1950 m elev,,,18-Jun-09,,26-Jun-09,,,,,,,,,,,adult,,stubby greeney,Hellinsia helianthi Walsingham,1950 m elev,,,Cryptic,No,No,No,No,Multi-leaf,No,No,No,No,No,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,
678,,,15-Jun-09,2009,June,15,Sagehen,,,,,,,,,,,,,1950,,,Asteraceae,,,,,Hollow-stemmed Arrowleaf,,,Senecio triangularis,,,,,,,,Pterophoridae,,,,,Hellinsia helianthi Walsingham,Hellinsia helianthi Walsingham,stubby greeney,,adult,,,,,1950 m elev,,,18-Jun-09,,26-Jun-09,,,,,,,,,,,adult,,stubby greeney,Hellinsia helianthi Walsingham,1950 m elev,,,Cryptic,No,No,No,No,Multi-leaf,No,No,No,No,No,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,
679,,,15-Jun-09,2009,June,15,Sagehen,,,,,,,,,,,,,1950,,,Asteraceae,,,,,Hollow-stemmed Arrowleaf,,,Senecio triangularis,,,,,,,,Pterophoridae,,,,,Hellinsia helianthi Walsingham,Hellinsia helianthi Walsingham,stubby greeney,,adult,,,,,1950 m elev,,,19-Jun-09,,27-Jun-09,,,,,,,,,,,adult,,stubby greeney,Hellinsia helianthi Walsingham,1950 m elev,,,Cryptic,No,No,No,No,Multi-leaf,No,No,No,No,No,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,
680,,,15-Jun-09,2009,June,15,Sagehen,,,,,,,,,,,,,1950,,,Asteraceae,,,,,Hollow-stemmed Arrowleaf,,,Senecio triangularis,,,,,,,,Pterophoridae,,,,,Hellinsia helianthi Walsingham,Hellinsia helianthi Walsingham,stubby greeney,,psit,,,,,1950 m elev,,,,,,,,,,,,,,,,psit,,stubby greeney,Hellinsia helianthi Walsingham,1950 m elev,,,Cryptic,No,No,No,No,Multi-leaf,No,No,No,No,No,Yes,No,,,Prepupal larval turned yellowish,,Endo,Out,Pre-pupa,,19-Jun-09,28-Jun-09,In bag,1,,Tachinidae,,,,,,,,,,,,
681,,,15-Jun-09,2009,June,15,Sagehen,,,,,,,,,,,,,1950,,,Asteraceae,,,,,Hollow-stemmed Arrowleaf,,,Senecio triangularis,,,,,,,,Pterophoridae,,,,,Hellinsia helianthi Walsingham,Hellinsia helianthi Walsingham,stubby greeney,,adult,,,,,1950 m elev,,,21-Jun-09,,29-Jun-09,,,,,,,,,,,adult,,stubby greeney,Hellinsia helianthi Walsingham,1950 m elev,,,Cryptic,No,No,No,No,Multi-leaf,No,No,No,No,No,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,
682,,,15-Jun-09,2009,June,15,Sagehen,,,,,,,,,,,,,1950,,,Asteraceae,,,,,Hollow-stemmed Arrowleaf,,,Senecio triangularis,,,,,,,,Pterophoridae,,,,,Hellinsia helianthi Walsingham,Hellinsia helianthi Walsingham,stubby greeney,,adult,,,,,1950 m elev,,,24-Jun-09,,30-Jun-09,,,,,,,,,,,adult,,stubby greeney,Hellinsia helianthi Walsingham,1950 m elev,,,Cryptic,No,No,No,No,Multi-leaf,No,No,No,No,No,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,
683,,,15-Jun-09,2009,June,15,Sagehen,,,,,,,,,,,,,1950,,,Asteraceae,,,,,Hollow-stemmed Arrowleaf,,,Senecio triangularis,,,,,,,,Pterophoridae,,,,,Hellinsia helianthi Walsingham,Hellinsia helianthi Walsingham,stubby greeney,,adult,,,,,1950 m elev,,,24-Jun-09,,1-Jul-09,,,,,,,,,,,adult,,stubby greeney,Hellinsia helianthi Walsingham,1950 m elev,,,Cryptic,No,No,No,No,Multi-leaf,No,No,No,No,No,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,
684,,,15-Jun-09,2009,June,15,Sagehen,,,,,,,,,,,,,1950,,,Asteraceae,,,,,Hollow-stemmed Arrowleaf,,,Senecio triangularis,,,,,,,,Pterophoridae,,,,,Hellinsia helianthi Walsingham,Hellinsia helianthi Walsingham,stubby greeney,,adult,,,,,1950 m elev,,,24-Jun-09,,1-Jul-09,,,,,,,,,,,adult,,stubby greeney,Hellinsia helianthi Walsingham,1950 m elev,,,Cryptic,No,No,No,No,Multi-leaf,No,No,No,No,No,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,
685,,,15-Jun-09,2009,June,15,Sagehen,,,,,,,,,,,,,1950,,,Asteraceae,,,,,Hollow-stemmed Arrowleaf,,,Senecio triangularis,,,,,,,,Pterophoridae,,,,,Hellinsia helianthi Walsingham,Hellinsia helianthi Walsingham,stubby greeney,,adult,,,,,1950 m elev,,,,,1-Jul-09,,,,,,,,,,,adult,,stubby greeney,Hellinsia helianthi Walsingham,1950 m elev,,,Cryptic,No,No,No,No,Multi-leaf,No,No,No,No,No,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,
686,,,15-Jun-09,2009,June,15,Sagehen,,,,,,,,,,,,,1950,,,Asteraceae,,,,,Hollow-stemmed Arrowleaf,,,Senecio triangularis,,,,,,,,Pterophoridae,,,,,Hellinsia helianthi Walsingham,Hellinsia helianthi Walsingham,stubby greeney,,dead,,,,,died just before eclosion. could see adult,,,18-Jun-09,,,,,,,,,,,,,dead,,stubby greeney,Hellinsia helianthi Walsingham,died just before eclosion. could see adult,,,Cryptic,No,No,No,No,Multi-leaf,No,No,No,No,No,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,
687,,,15-Jun-09,2009,June,15,Sagehen,,,,,,,,,,,,,1950,,,Asteraceae,,,,,Hollow-stemmed Arrowleaf,,,Senecio triangularis,,,,,,,,Pterophoridae,,,,,Hellinsia helianthi Walsingham,Hellinsia helianthi Walsingham,stubby greeney,,psit,,,,,1950 m elev,,,,,,,,,,,,,,,,psit,,stubby greeney,Hellinsia helianthi Walsingham,1950 m elev,,,Cryptic,No,No,No,No,Multi-leaf,No,No,No,No,No,Yes,No,,,Prepupal cat looking white and sick. think its psit. put in bag with pupa of 686,,Endo,Out,Pre-pupa,,19-Jun-09,29-Jun-09,In bag,1,,Tachinidae,,,,,,,,,,,,
688,,,15-Jun-09,2009,June,15,Sagehen,,,,,,,,,,,,,1950,,,Asteraceae,,,,,Hollow-stemmed Arrowleaf,,,Senecio triangularis,,,,,,,,Pterophoridae,,,,,Hellinsia helianthi Walsingham,Hellinsia helianthi Walsingham,stubby greeney,,adult,,,,,1950 m elev,,,21-Jun-09,,28-Jun-09,,,,,,,,,,,adult,,stubby greeney,Hellinsia helianthi Walsingham,1950 m elev,,,Cryptic,No,No,No,No,Multi-leaf,No,No,No,No,No,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,
689,,,15-Jun-09,2009,June,15,Sagehen,,,,,,,,,,,,,1950,,,Asteraceae,,,,,Hollow-stemmed Arrowleaf,,,Senecio triangularis,,,,,,,,Pterophoridae,,,,,Hellinsia helianthi Walsingham,Hellinsia helianthi Walsingham,stubby greeney,,adult,,,,,1950 m elev,,,21-Jun-09,,28-Jun-09,,,,,,,,,,,adult,,stubby greeney,Hellinsia helianthi Walsingham,1950 m elev,,,Cryptic,No,No,No,No,Multi-leaf,No,No,No,No,No,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,
